crate	version	layer	git_repo	git_head	worktree_state	source_files	source_loc	inbound_rsomics_dependents	inbound_target_family_count	inbound_target_families	has_tests	has_compat	has_benches	has_origin	upstream_families	upstream_mentions	area_provisional	target_family_provisional	target_kind_provisional	routing_confidence	suggested_action_provisional	manifest_error
rsomics-vcf-popgen	0.4.0	B	True	acebc80d2cd7a949063093228de572abfbe3483d	clean	9	1473	0	0		True	True	True	True	scikit-allel|vcftools	scikit-allel|samtools|vcftools	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-vcf-query	0.2.6	B	True	1bd16a4562e931010d6138e71c3a6112040edd29	clean	6	1339	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-reheader	0.1.1	B	True	e25a2942b13b912fefc21e739d3f10876a59ac74	clean	3	388	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-roh	0.1.0	B	True	61314b504884dfacdab17066c26fb3b7c5f1bfa0	clean	5	951	0	0		True	True	True	True	bcftools	samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-sample	0.1.2	B	True	3217323c7e6a22f2086367f8bdf9cc8bde6abd88	clean	3	431	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-setgt	0.2.2	B	True	a01b957b2259f4a75834c8354b2467cc3ea78cf6	clean	7	959	0	0		True	True	True	True	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-sfs	0.2.0	B	True	b604e0e56ef2e3c4728916737315234eb18ed2a0	clean	6	1366	0	0		True	True	True	True	scikit-allel	scikit-allel|samtools|macs	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-vcf-site-depth	0.1.2	B	True	be0404d7ae5eb83b2d77b0ccdbccef4fb50ab99d	clean	3	428	0	0		True	True	True	True	vcftools	bcftools|vcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-smpl-stats	0.1.0	B	True	613065f0c67c4788459ef12392ee202612e23f33	clean	5	1073	0	0		True	True	True	True	bcftools	samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-snp-density	0.1.3	B	True	c8f2c9b1507712bcfb967693b18fc8d936f14465	clean	3	313	0	0		True	True	True	True	vcftools	vcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-sort	0.1.3	B	True	2ba24aa3573557117fc47900892264f358bdf96d	clean	3	298	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-split	0.1.0	B	True	4b84ce255e2ccd1292d4caa49d6011bf7e30f8bc	dirty	3	175	0	0		True	True	True	False	tabix|bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-split-vep	0.1.2	B	True	e844a185391221549674415827afb8f35ff2674a	clean	3	713	0	0		True	True	True	True	bcftools	samtools|bcftools	functional-annotation	rsomics-annotation	product	medium	merge-into:rsomics-annotation	-
rsomics-vcf-stats	0.1.0	B	True	66299f4d56e26b1d4c1498ffba9b489cfb7d5f85	dirty	3	213	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-tajima-d	0.1.1	B	True	9208e83a621c0cca11942939a599c57f67436a01	clean	3	450	0	0		True	True	True	True	vcftools	vcftools	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-vcf-to-bed	0.1.1	B	True	50e87e5821cdc498e950f6e412d6b25fb016c944	clean	3	116	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-trio-stats	0.1.1	B	True	88a1dd5304482203734beae25588084dafe881f3	clean	6	1332	0	0		True	True	True	True	bcftools	samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-tstv-strat	0.1.2	B	True	f1697b722b7a1d99c6393a82ca924f69773e4c38	clean	3	537	0	0		True	True	True	True	vcftools	bcftools|vcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-utils	0.1.1	B	True	61287add0d662df97a4808ae05c473791b922ec4	clean	34	1560	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	keep-as-consolidation-seed	-
rsomics-vcf-valfmt	0.1.1	A	True	90c50e3713342c4925a45c1fbad33354efeb9e54	clean	2	317	2	1	rsomics-vcf	False	False	False	True	samtools|bcftools	samtools|bcftools	foundation	rsomics-vcf-valfmt	foundation	high	internalize-or-merge-review	-
rsomics-vcf-validate	0.1.0	B	True	e6fef96f3cdfde5d5740d57cb8c5185cfc5285ff	dirty	3	199	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-variant-distance	0.1.1	B	True	b9a86dd089539bd9d3147acae72f3b19bfe8015a	clean	3	658	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-view	0.2.1	B	True	d0c187ec2c85033f721ac135be874cf0aa48eb02	clean	3	764	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-window-pi	0.1.1	B	True	49ce79956ccd43d8837093d3a64a67ed836a2a18	clean	3	516	0	0		True	True	True	True	vcftools	vcftools	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-vlr	0.1.2	B	True	68b9ce52155878fa7229329cdfccff3e10bfc0c9	clean	4	661	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	compositional	rsomics-composition	product	high	merge-into:rsomics-composition	-
rsomics-voom	0.1.3	B	True	f51e528200ef16259f04451e1a33becc22932d57	clean	4	653	0	0		True	True	True	True	limma	limma	bulk-expression	rsomics-limma	product	high	merge-into:rsomics-limma	-
rsomics-voom-quality-weights	0.1.2	B	True	18ad63de6ed12827da6edc2625fd2f99cd7c36cc	clean	8	1107	0	0		True	True	True	True	limma	limma	bulk-expression	rsomics-limma	product	high	merge-into:rsomics-limma	-
rsomics-voterank	0.1.2	B	True	cd32df3b8e3329c074036f612095a87753efa0e2	dirty	3	276	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-wasserstein	0.1.0	B	True	02e13078a0acedf4eb4926e26c988928cfd33c89	clean	6	340	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-weighted-stats	0.1.0	B	True	be5d24ff36208488c1874e05b89874df715a04d1	clean	8	1751	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-wiener-filter	0.1.0	B	True	ff3c28fab835bbe33238f9e53b053cf9e0a7ff2c	clean	3	297	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-wiener-index	0.1.2	B	True	2c515e475a808d0fa220431e8f1bcd8ee924ff99	clean	1	125	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-wig-to-bed	0.1.1	B	True	460407cf195f6eca2cc00d8c3d44d8b3fdeb82c4	clean	3	160	0	0		True	True	True	False			epigenomics	rsomics-signal	product	medium	merge-into:rsomics-signal	-
rsomics-wilcoxon-signed-rank	0.1.1	B	True	26f9d95526f7441038ef8423dea324d252ea241f	clean	6	1167	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-windowed-ld	0.1.0	B	True	45c6ed45f8f179d494b3489ffb61abeea46e4f76	clean	7	757	0	0		True	True	True	True	scikit-allel	scikit-allel	population-genetics	rsomics-popgen	product	medium	merge-into:rsomics-popgen	-
rsomics-wl-hash	0.1.2	B	True	fbaf5f24e8cc7d724f065b77d44aef4017552215	dirty	3	405	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-zscore	0.1.1	B	True	0c7df1541e013c4bf5fcafca03df29a247fbefda	clean	5	483	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
